epoch,accuracy,loss
0,0.34459459459459457,2.311981159947293
1,0.4391891891891892,1.8497441445538727
2,0.47184684684684686,1.538743005482509
3,0.4605855855855856,1.324680331951264
4,0.5754504504504504,1.154434100314256
5,0.6216216216216216,1.0013337155393685
6,0.6903153153153153,0.8340320512480361
7,0.6441441441441441,0.7668284546201523
8,0.6824324324324325,0.6808219052447033
9,0.6745495495495496,0.6219305074141408
10,0.6576576576576577,0.5676204504062533
11,0.6362612612612613,0.5592405194376874
12,0.6261261261261262,0.5119639389983993
13,0.6768018018018018,0.49043492514857495
14,0.6677927927927928,0.47672970227928985
15,0.6182432432432432,0.4606958507086947
16,0.6373873873873874,0.4619570438853929
17,0.6790540540540541,0.4301701244373931
18,0.6542792792792793,0.42470020081976934
19,0.6734234234234234,0.455896058918535
20,0.6677927927927928,0.44512498657499405
21,0.7083333333333334,0.4178887733614899
22,0.6835585585585585,0.4256485732667302
23,0.6114864864864865,0.39734482666972165
24,0.6272522522522522,0.3906114436404418
25,0.7184684684684685,0.38394322110545914
26,0.6846846846846847,0.39784259896253493
27,0.6373873873873874,0.4319220022180121
28,0.6993243243243243,0.4270431778249193
29,0.6385135135135135,0.3805370316236961
30,0.6711711711711712,0.35192688779987036
31,0.6655405405405406,0.3774337893052322
32,0.6734234234234234,0.3686732370680351
33,0.6171171171171171,0.34973204036160926
34,0.6463963963963963,0.35775633227612125
35,0.6531531531531531,0.3822305397879525
36,0.6441441441441441,0.38000460071275644
37,0.722972972972973,0.3372843906808914
38,0.7004504504504504,0.3465454955484112
39,0.6981981981981982,0.3465432914133297
40,0.6745495495495496,0.339839705122096
41,0.6373873873873874,0.34158678770291545
42,0.6756756756756757,0.3417980120667698
43,0.6632882882882883,0.35450844452970487
44,0.7004504504504504,0.33657950327570973
45,0.6486486486486487,0.36593025072869406
46,0.6542792792792793,0.3406905643438098
47,0.6756756756756757,0.3123932753435215
48,0.6463963963963963,0.32984080706313124
49,0.661036036036036,0.3222790558608144
