epoch,ER,F1,loss
0,1.6334563345633457,0.4836415362731152,1.7862520720199973
1,1.3517835178351785,0.5052125100240578,1.7212432313370287
2,1.8068880688806888,0.47539337127552733,1.6874364822508812
3,1.1623616236162362,0.5224525043177892,1.6273441300320561
4,1.3948339483394834,0.4641995172968625,1.5586016227422663
5,1.2927429274292743,0.4678706425871483,1.5394643096832286
6,0.960639606396064,0.5453663270257156,1.535983434340768
7,0.942189421894219,0.546875,1.5038851124296158
8,1.1672816728167281,0.4951541850220264,1.499705897332881
9,1.0381303813038132,0.5267104029990627,1.4981145426583296
10,1.137761377613776,0.497991967871486,1.4724072236425618
11,1.033210332103321,0.5048076923076923,1.470072922640882
12,0.981549815498155,0.5255972696245734,1.451400396362068
13,1.0590405904059041,0.513804398689752,1.4562065363693144
14,1.09840098400984,0.48405253283302063,1.4458124575402507
15,0.9077490774907748,0.5408163265306123,1.4286597044691498
16,1.0885608856088562,0.47541766109785205,1.4302789762399772
17,1.2792127921279213,0.4186252771618626,1.422281213414631
18,1.065190651906519,0.48335745296671484,1.4132883909621206
19,1.055350553505535,0.49092645654250244,1.4126220051654887
20,1.03690036900369,0.4961013645224171,1.4004650949522277
21,1.052890528905289,0.48827190043082813,1.4015373574992045
22,1.0959409594095941,0.46478198370867274,1.389846345180072
23,0.97539975399754,0.49772841998990414,1.396014421554789
24,0.949569495694957,0.5138260432378081,1.394062800886242
25,1.105781057810578,0.4575225439012814,1.385996037740705
26,1.003690036900369,0.49003984063745015,1.38561662681696
27,1.054120541205412,0.47000983284169123,1.3751950609017967
28,1.1414514145141452,0.43114909781576444,1.3776624657208187
29,1.066420664206642,0.486823191183517,1.3751431251141404
