epoch,Acc,loss
107,0.8975791433891993,0.527383981874427
108,0.8948574702764647,0.5261140969371874
109,0.9211431027073486,0.5238176994016813
110,0.9144821658788139,0.5263417065043974
111,0.8983669961323593,0.5224495138783558
112,0.9209998567540467,0.5234156956401953
113,0.9137659361123048,0.5201418267384486
114,0.9162011173184358,0.518581287823758
115,0.9105429021630139,0.51805313167261
116,0.9172038389915484,0.516499236753311
117,0.9154848875519267,0.5169235085602027
118,0.9103996562097121,0.5155874596582194
119,0.9201403810342358,0.51226850753555
120,0.9134794442057012,0.5115973765364646
121,0.9099699183498067,0.514266661940676
122,0.9123334765792867,0.5107792840813153
123,0.9208566108007449,0.5103626474393038
124,0.9177768228047558,0.5072835633419239
125,0.9237215298667812,0.508695630880252
126,0.9227904311703194,0.5056553923974991
127,0.9209282337773957,0.5034187786892652
128,0.9228620541469703,0.5086724886718113
129,0.9203552499641885,0.49981738660326774
130,0.9250107434464976,0.5082176189330851
131,0.9125483455092394,0.5014139705567091
132,0.9150551496920212,0.5028530196588463
133,0.9039535883111303,0.5026762879054754
134,0.9124050995559375,0.5016200368812966
135,0.9197106431743304,0.501304618784801
136,0.9227188081936686,0.5006779729067719
137,0.9290932531155995,0.49670837920824185
138,0.9204268729408395,0.49468466718211784
139,0.9241512677266868,0.49722951959414996
140,0.9305257126486177,0.49414077617175733
141,0.9123334765792867,0.49439301387984674
142,0.9174903308981521,0.49760363631095245
143,0.9179916917347085,0.49373789737919355
144,0.9187795444778685,0.4909100028839333
145,0.9293081220455522,0.49150193981441737
146,0.9349663372009741,0.49112665467097655
147,0.925583727259705,0.48864659679253053
148,0.910471279186363,0.4934492245382676
149,0.9232201690302249,0.48840367043962657
150,0.9283770233490903,0.4853985712429528
151,0.9235782839134794,0.4850424992282838
152,0.9330325168313995,0.4843789125413225
153,0.9338203695745595,0.48814474004891567
154,0.9222174473571122,0.4822376768733485
155,0.9312419424151268,0.4870951610123685
156,0.9252256123764504,0.48528170107639673
157,0.9254404813064031,0.4842525401683146
158,0.9266580719094686,0.48082638543343037
159,0.930239220742014,0.48514072702828415
160,0.9306689586019194,0.47842628790315295
161,0.9296662369288068,0.47903727246937117
162,0.9304540896719667,0.4803421349379279
163,0.9030941125913193,0.4809614171705404
164,0.9103996562097121,0.4729904058424363
165,0.9283054003724395,0.4801085301162304
166,0.9242228907033376,0.4787741708748663
167,0.9305257126486177,0.4759352941875192
168,0.9259418421429595,0.4752314224279252
169,0.9335338776679559,0.47673476569399714
170,0.9259418421429595,0.4744894686209941
171,0.9328892708780977,0.47229498504414086
172,0.9235782839134794,0.4724404597666056
173,0.934178484457814,0.4707902082967501
174,0.9378312562670105,0.4744974295950002
175,0.9297378599054577,0.4717869078643979
176,0.9319581721816359,0.46916186397006093
177,0.9211431027073486,0.47297536485238306
178,0.9316000572983814,0.46322478840152226
179,0.9353244520842287,0.46919256186625313
180,0.9249391204698467,0.4678235494782543
181,0.9221458243804612,0.4668663753975612
182,0.928663515255694,0.46571434731385103
183,0.9341068614811632,0.46890516764926504
184,0.9323162870648904,0.4708175197039487
185,0.939048846870076,0.46139333508465835
186,0.9351095831542758,0.4681372704760015
187,0.9368285345938977,0.46078897084615145
188,0.9293797450222031,0.46602439027981696
189,0.9377596332903595,0.4619581962644396
190,0.9275891706059304,0.46347515007739526
191,0.9257269732130068,0.4633258845217219
192,0.9385474860335196,0.4604064874848726
193,0.9230769230769231,0.46338339049557825
194,0.9336055006446068,0.46258120766935107
195,0.927159432746025,0.4642126964306368
196,0.9378312562670105,0.457905285750215
197,0.9242228907033376,0.46300176916892916
198,0.934178484457814,0.45911976802925697
199,0.9323879100415413,0.46117873349333427
