epoch,Acc,loss
0,0.50315141097264,1.5954935354711288
1,0.553072625698324,1.3782346925927638
2,0.580862340638877,1.2943865005991517
3,0.5944707062025498,1.2362123100644782
4,0.632359260850881,1.1903886543567728
5,0.6491906603638448,1.1525969286392554
6,0.648975791433892,1.1173595017805793
7,0.6634436327173757,1.0890811078842029
8,0.6739005873084085,1.0596587703009763
9,0.7046984672682997,1.0386622807690769
10,0.7108580432602779,1.0113974888425032
11,0.7197392923649907,0.9894082645617897
12,0.7181635868786707,0.9723762669502046
13,0.7459533018192236,0.9552088789149136
14,0.714725683999427,0.9393897375563909
15,0.7586305686864346,0.9224695430491594
16,0.737716659504369,0.904184983010928
17,0.7493912046984673,0.8915489512733474
18,0.7776106574989257,0.8784144291226345
19,0.769374015184071,0.8655321601695911
20,0.7652915055149692,0.8535912826444554
21,0.7705199828104856,0.8407486945636884
22,0.7864202836269876,0.8301714352673892
23,0.7818364131213293,0.8203236534369741
24,0.7944420570118894,0.8102151867864421
25,0.8036814209998567,0.7983777402254775
26,0.7984529437043404,0.790456015364247
27,0.8117748173614096,0.7816937400818509
28,0.8012462397937258,0.7738099552860678
29,0.8139235066609368,0.7634870441129669
30,0.8132072768944277,0.7579938307399537
31,0.8002435181206131,0.7489999796186096
32,0.8116315714081077,0.7415758962219802
33,0.8172181635868787,0.7348520627610579
34,0.8335482022632861,0.729674239959051
35,0.8397794012319152,0.7224213626723641
36,0.839134794442057,0.7146222989191351
37,0.8345509239363988,0.709596793736279
38,0.8321873657069188,0.7053397768935963
39,0.8485890273599771,0.7006978941630857
40,0.8447930095974788,0.6924892230532046
41,0.8496633720097407,0.6883826908509472
42,0.8455808623406389,0.6840781032290584
43,0.8445065176908753,0.6790785209836496
44,0.8240223463687151,0.6731763876896673
45,0.8534593897722389,0.6675067208919007
46,0.843861910901017,0.6654074579336431
47,0.8655636728262427,0.6594390861712457
48,0.8568972926514826,0.656183939289638
49,0.8601203266007735,0.6520487256527789
50,0.8639879673399227,0.6492316607405973
51,0.8767368571837846,0.6456865322218182
52,0.8737286921644464,0.6410625378490035
53,0.8769517261137373,0.6387880665351023
54,0.8679988540323735,0.6343605511652867
55,0.8729408394212863,0.6309729122685218
56,0.8851883684285919,0.6236777272162041
57,0.8691448216587881,0.6243393016878687
58,0.8780260707635009,0.6244214854574884
59,0.8781693167168028,0.6178598910896016
60,0.8721529866781264,0.6122074836288477
61,0.8814639736427446,0.6108620432940355
62,0.8886262713078356,0.6099562158285419
63,0.8937115026500502,0.6063180396124598
64,0.8803896289929809,0.6049422551088243
65,0.8789571694599627,0.6033728699802994
66,0.8819653344793009,0.5979530084003938
67,0.8853316143818937,0.5958404876506984
68,0.8875519266580719,0.5926050043650242
69,0.8962899298094829,0.5926538668343441
70,0.8880532874946283,0.5868876374070102
71,0.8911330754906174,0.5880004745516617
72,0.8996562097120756,0.584166789506822
73,0.8902019767941556,0.5814983432564906
74,0.8848302535453374,0.578870901316141
75,0.886692450938261,0.5768176255085883
76,0.9013751611516975,0.5767739835244471
77,0.8963615527861338,0.572353865408951
78,0.896218306832832,0.5715844426735455
79,0.9060306546340066,0.5721840161022801
80,0.8899871078642029,0.568202722837048
81,0.9135510671823521,0.5663121646374303
82,0.8965764217160865,0.5622700994975449
83,0.8914195673972211,0.5614009900471716
84,0.8987967339922647,0.5608526222379002
85,0.9037387193811774,0.5600298845878401
86,0.8988683569689156,0.5577067923979574
87,0.9088955737000429,0.5539471576416247
88,0.9013751611516975,0.5527765501201799
89,0.9032373585446211,0.5525322974749909
90,0.8889843861910901,0.549538676820022
91,0.902592751754763,0.5506434639963762
92,0.9107577710929666,0.5454726446063666
93,0.8972210285059448,0.5465557551930982
94,0.908107720956883,0.5434734460839978
95,0.9058874086807047,0.542898262208224
96,0.8979372582724539,0.54123148005341
97,0.909611803466552,0.5360608992698181
98,0.9119037387193811,0.5384931839671329
99,0.9200687580575849,0.5374606462039072
100,0.9174187079215013,0.5340363265822794
101,0.9086807047700902,0.5343391003914026
102,0.916057871365134,0.532926514466558
103,0.9123334765792867,0.5311479420529984
104,0.9155565105285776,0.5304318302534817
105,0.9131213293224466,0.531225781935263
106,0.9235066609368285,0.5266672636190664
