epoch,Acc,loss
0,0.5844434894714224,1.2984475965674738
1,0.614883254548059,1.2397888162977027
2,0.6075777109296663,1.1976043614265155
3,0.6395931814926228,1.1592840532834634
4,0.6495487752470993,1.122976895868394
5,0.6825669674831686,1.0915013289193178
6,0.6799169173470849,1.0619956805582733
7,0.6776249820942558,1.037645841933524
8,0.6951009883970778,1.015770247685205
9,0.7213149978513107,0.9942195823220715
10,0.7257556224036671,0.9723825767748007
11,0.7410113164303108,0.9529504398103601
12,0.7403667096404527,0.9383076262247515
13,0.7316287064890417,0.9212347086570054
14,0.7366423148546054,0.9075390386420904
15,0.7625698324022346,0.8949049612071335
16,0.7410829394069618,0.8788581847154109
17,0.7594900444062456,0.8663668172928561
18,0.7780403953588311,0.8559420655889702
19,0.7792579859618965,0.8429735510913814
