epoch,ER,F1,loss
0,4.564453706460256,0.2901236826697893,3.07677486038208
1,3.8186960404882404,0.3210414397593486,3.0000871709187824
2,3.0792497767192617,0.3403951209467398,2.9546849676767986
3,2.8372134563858293,0.3560608960861631,2.9139123242696128
4,2.2314974694849656,0.3760960474841495,2.860107609430949
5,1.6203632033343256,0.40461555449225217,2.808596087773641
6,1.4775826138731765,0.351973410884919,2.756290035247803
7,0.9393271807085442,0.44346963287900154,2.7169471162160237
8,0.9598690086335219,0.42105263157894735,2.67873787689209
9,0.7901161059839239,0.5130460916368405,2.6467146383921305
10,1.0100625186067282,0.43317533167807787,2.61774259185791
11,0.7050312593033641,0.5266226881847096,2.592648443222046
12,0.8932420363203334,0.47708665603402445,2.565255428949992
13,0.8460256028579934,0.45258297258297264,2.533924686431885
14,0.8774039892825245,0.41863547308977755,2.5081428305308022
15,0.8663888061923191,0.4359350294667242,2.4861566836039226
16,0.8111938076808575,0.4799192152336988,2.463300657272339
17,0.6231021137243228,0.5352855051244509,2.442287715911865
18,0.7818993748139327,0.4792710156297146,2.420163756052653
19,0.6406073236082167,0.5008873857281586,2.399692761739095
20,0.8404286990175647,0.4889023684137969,2.379506322860718
21,0.7890443584400119,0.4925067322327596,2.364936807950338
22,0.5740398928252456,0.5692359249329759,2.346225289026896
23,0.6129800535873772,0.5414518691437279,2.3358668460845946
24,0.5807085442095862,0.5764015770747188,2.320032438278198
25,0.6805001488538256,0.532342737850367,2.2981092987060547
26,0.5734444775230723,0.569954739084132,2.291552547454834
27,0.5975587972610896,0.5500785545954439,2.2715160382588704
28,0.9940458469782674,0.46747895098313536,2.2607913405100506
29,0.7829711223578446,0.5224189849987568,2.2407843669255576
30,0.5838047037808871,0.5638092790129803,2.235471960067749
31,0.5992259601071748,0.5590485907409768,2.227493860244751
32,0.577374218517416,0.5800113357264312,2.2115021425882975
33,0.5857695742780589,0.5765556253928348,2.2036262868245444
34,0.6516225066984221,0.5543905635648756,2.197202308654785
35,0.6153617147960703,0.5616018992877669,2.19598424911499
36,0.5870199464126228,0.5701026667938082,2.1761414801279706
37,0.5871390294730574,0.5734313878892192,2.168697982152303
38,0.7698124441798155,0.5216330467841234,2.159841293970744
39,0.7271807085442097,0.5398224988473951,2.1506745904286704
40,0.6469782673414708,0.5519472591869126,2.141946853637695
41,0.5861863649895802,0.570300257004952,2.136187604268392
42,0.5787436737124144,0.5765588253988432,2.131158004124959
43,0.6292944328669247,0.5552031230938149,2.1228194599151613
44,0.6127418874665078,0.5756203586306828,2.1144980580012005
45,0.585948198868711,0.5732292352553852,2.105816863377889
46,0.5880321524263173,0.5711507089973649,2.1060805823008217
