epoch,ER,F1,loss
0,2.911611785095321,0.3089675960813865,1.983740369497685
1,1.875216637781629,0.3331500824628917,1.7649381290618305
2,2.237435008665511,0.34758871701546856,1.6871119562001773
3,1.4991334488734833,0.3582278481012658,1.6240084972611992
4,2.270363951473137,0.32357043235704325,1.5859591541330942
5,1.9462738301559792,0.3754826254826255,1.5535207692055497
6,2.0866551126516466,0.3650868137024871,1.5199634573121932
7,1.5961871750433274,0.35817307692307687,1.4847952069856725
8,1.8786828422876949,0.39362232187344287,1.4548657513071384
9,1.7902946273830156,0.3573735199138859,1.4324385563607804
10,1.5597920277296362,0.3453416149068323,1.426538761223396
11,1.3899480069324088,0.35904255319148937,1.3933319675589217
12,1.7746967071057194,0.37849235635213496,1.3712069498651234
13,1.294627383015598,0.3672039243167484,1.35820411867804
14,1.8925476603119584,0.39922103213242455,1.3443738028428274
15,1.6187175043327555,0.35523978685612784,1.3424196514909383
16,1.610051993067591,0.3890134529147982,1.308940631922022
17,2.2616984402079723,0.35987681478222616,1.3041233798442209
18,1.6897746967071057,0.3887384948565241,1.2723457708227752
19,1.5372616984402079,0.38588235294117645,1.2623431157410738
20,1.9150779896013865,0.39999999999999997,1.2676574222739982
21,1.8058925476603118,0.3756558237145855,1.2223167858209614
22,1.9844020797227035,0.3711747285291215,1.2449664288027937
23,1.8474870017331022,0.4063904143784324,1.2336535035349756
24,1.682842287694974,0.41101694915254233,1.2145623725943517
25,1.9064124783362217,0.38971315529179035,1.1930305854453118
26,1.5996533795493935,0.38602520045819017,1.2075726631861172
27,1.3448873483535528,0.39736842105263165,1.1985864853870243
28,1.5632582322357018,0.375743162901308,1.1793377693091338
29,1.7504332755632581,0.3857975622681505,1.1745937418621448
30,1.7105719237435009,0.4019241047568145,1.1436426467886474
31,1.6620450606585788,0.3889502762430939,1.1418493619636019
32,1.4922010398613519,0.3846153846153845,1.1274573644265808
33,1.5805892547660312,0.38295388207822534,1.1258888941757603
34,1.5164644714038127,0.3783132530120482,1.1106330389831938
35,1.5805892547660312,0.37631887456037516,1.101440231532409
36,1.268630849220104,0.4132890365448505,1.0787676191623603
37,1.6013864818024262,0.4027149321266968,1.0871517661057168
38,1.487001733102253,0.37315270935960587,1.100392647684044
39,1.7088388214904682,0.38858988159311086,1.0901439205722636
40,1.6949740034662044,0.3672787979966611,1.0903345441886
41,1.7902946273830156,0.38502109704641346,1.0553018446784062
42,1.7625649913344887,0.40885684860968075,1.0549160313233557
43,1.509532062391681,0.37515375153751535,1.0621861564441069
44,1.5875216637781628,0.3853743470690656,1.0500704468228363
45,1.4558058925476605,0.39805234327449784,1.0346082186371384
46,1.386481802426343,0.38949391415759127,1.0160241069131866
47,1.512998266897747,0.38674698795180723,1.0104180737616948
48,1.4592720970537263,0.39412484700122397,1.008665989892057
49,1.5043327556325823,0.37362637362637363,0.9956554658093311
